Title,Description,Caller,Assignment group
probleme mit bluescreen ,hallo ist erneut passiert der hat sich zum wiederholten male aufgeh ngt und mir lediglich einen blauen bildschirm mit weisser schrift sentiert was nnen wir machen ,vrfpyjwi nzhvgqiw,GRP_24
job eu tool netch failed job scheduler      ,  job eu tool netch failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
eu tool crashes when confirmations are deleted  not able remove scrap confirmations that have been rectified erp,eu tool crashes when confirmations are deleted  not able remove scrap confirmations that have been rectified erp,mlckvyfq aonlxvwb,GRP_25
enable bgdxitwu dhcopwxa active directory account,enable bgdxitwu dhcopwxa active directory account name fdgrty email  summary need bgdxitwu dhcopwxa active directory account enabled ,kcwqdeob jwtpkzub,GRP_2
sync emails issue,sync emails issue,wjkzgyxh pktcqbxu,GRP_0
internet explorer issues,user having issues with his internet explorer the page keeps refreshing and ends with dll error ,pbrmgyzo hzoxdijn,GRP_3
call for ecwtrjnq jpecxuty,call for ecwtrjnq jpecxuty,olckhmvx pcqobjnd,GRP_0
blank call ,blank call ,rbozivdq gmlhrtvp,GRP_0
unable view payslips,unable view payslips,aqdjcuhn lagfitkz,GRP_0
customer not getting order acknowledgements automatically,  from  two customer accounts have not been getting the order acknowledgements automatically like they have been for the past years both are under the same top parent accts and should automatically sending acknowledgements   since october  they have not been getting them can someone look into this  this affecting the customer paying the bills they use this acknowledgement receiver they can pay the bill senior sales engineer company inc  ,kgqpwvzu rkexzwlh,GRP_13
production order locked ,production order locked user gtxuamif pamxszek one has been able unlock can this order unlocked inspection lot being processed gtxuamif pamxszek,aqgphjbc utjrsedy,GRP_14
i need access finance section hub,  from  could always get into the finance section and now can  need access please  bwfhtumx japznrvb regional controller  mailto  ,bwfhtumx japznrvb,GRP_16
erp sid account unlock and password reset,erp sid account unlock and password reset,jfsmwpny klxsdqiw,GRP_0
i  the message below can you tell from whom the email mentioned was sent ,i  the message below can you tell from whom the email mentioned was sent ,xawlkiey demjqrfl,GRP_26
email address confirmation,email address confirmation,fyokahtw sidurjge,GRP_0
erp and msd crm connectivity issue serirtce certificate renewal,hi all have connectivity issue between erp and msd crm due certificate renewal azure websites and that certificate not yet updated erp side issue changes data records accounts sales area data partner functions contacts leads are not being processed from erp to worked with msd crm and vice versa all environments prod and dev issue start time  oct   troubleshooting steps   when tryhdty from customer master team reported the issue that prospect account created erp didn come into msd yet  erp team observed that the records are still awaiting acknowledgement status  which basically means they are not yet delivered  the target system  upon some log analysis and trying identify the root cause between erp basis and msd teams  been observed that the issue has started production environment since around  est oct  observed the same behavior with azure mfg tool and erp logs other non production environments well  you can find error screenshots from erp system the mail chain root cause appears that the certificate for azure webapps have been updated sept it nearing the expiration date  jan  but the new certificate not updated erp they are not even aware this change  when the production azure webapp company crm mfg toolt azurewebsites net got restarted oct around   this connectivity appears have been broken next steps   need the azure webapp certificate chain be sent erp basis team that they can update on erp system whom can reach out for receiving the certificate details we have azure admin house do you want to open case with microsoft  once certificate  maybe can first this qa system and then upon confirmation that works can apply to production and other environments ,kgytujhe bonhwzrx,GRP_14
printer problem  issue information,please complete all required questions below  not will returned back the gsc  requester provide required information   gsc review ticket not able resolve then please assign appropriate group per your printer problem assignment flowchart    printer name  make  model  hq  hp       detailed description the problem  error  says need download and install software driver from the hostname computer print kd    type documents not printing  email  excel  word etc word    inwarehouse tool  delivery note  production order etc    what system application being used time the problem    windows  erp  windows    not printing all does respond ping command the network and has power cycle the printer been completed  not sure what this means    erp system which system   sid  sid  hrp  plm  not erp     it erp printer problem can the erp output rerouted another erp printer temporarily  not erp     what printer can be rerouted too     document not printing correctly please scan copy the document and attach the ticketing tool ticket ,dzjxrkae grqczsmx,GRP_3
power outage australia australia site hard down since  et   ,what type outage  network   circuit   power please specify what type outage  top cert site        yes na   when did start     et     scheduled maintenance  power     yes na   company power    provider power            scheduled maintenance  network     yes na   company maint  yes    provider maint ticket     does site have backup circuit  yes   yes na   backup circuit active      yes na   site contact notified phone email      yes na   remote dial     yes na   equipment reset      yes na   verified site working backup circuit      yes na   vendor ticket   global telecom  verizon telecom vendor  telecom vendor    global telecom         notified gsc     yes na   cert started    yes na    additional diagnostics,utyeofsk rdyzpwhi,GRP_8
unable log into erp ,   hello team unable log into erp account even the correct password not accepted need resolution very urgent basis ,ygkzwsud cvjgkxws,GRP_0
windows password reset,windows password reset,hcplzsxg qkujnapl,GRP_0
activate iphone ,iygsxftl hysrbgad set spare company owned iphone cause the old one was broken agreement and supervisors appoval attached now his account quarantined could you please activate his new device ,fbyusmxz kxvmcbly,GRP_0
login issue,login issue verified user details employee  manager name checked the user name ad and reset the password advised the user login and check caller confirmed that was able login issue resolved ,serckxqb mljnkgze,GRP_0
unable print printer,ic welcome our next available agent will with you shortly interaction alerting agent website visitor has joined the conversation ayrhcfxi zartupsw  ayrhcfxi zartupsw ,vsbtygin oufhtbas,GRP_0
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
outlook crashing,ic welcome our next available agent will with you shortly interaction alerting agent website visitor has joined the conversation ayrhcfxi zartupsw hello gstdy yrada ayrhcfxi zartupsw hello ,tphbruoq xtukhnym,GRP_27
need file restored drive,ic welcome our next available agent will with you shortly interaction alerting agent website visitor has joined the conversation ayrhcfxi zartupsw hello ,kslhobgj cyhvefna,GRP_0
sid logon balancing error,ic welcome our next available agent will with you shortly interaction alerting agent website visitor has joined the conversation tyss ashdtyf greetings ayrhcfxi zartupsw   ayrhcfxi zartupsw ,zstkagwu jlyrhdcf,GRP_0
unable login sfb,name obanjrhg rnafleys language browser microsoft internet explorer email  customer number summary hello problem signing to skype,obanjrhg rnafleys,GRP_27
reset the password for fygrwuna gomcekzi mail,bitte passwort r fygrwuna gomcekzi mail zur cksetzen bitte neues passwort  manager ,fygrwuna gomcekzi,GRP_0
password resetfor sid ,   hello please unlock and reset password for sid system ,xyculgav cuqptoah,GRP_0
babiluntr client license expired and client now uacyltoe hxgaycze mode  eagl tel  ,babiluntr client license expired and client now uacyltoe hxgaycze mode  eagl tel  ,dkinobsv wymgzcrh,GRP_28
outbound calls not possible via germany pbx system  inbound calls are working fine  please check,outbound calls not possible via germany pbx system  inbound calls are working fine  please check,dqeowzux cjorxvew,GRP_28
probleme mit laufwerk  laeusvjo fvaihgpx,probleme mit laufwerk  laeusvjo fvaihgpx,laeusvjo fvaihgpx,GRP_24
pls also extend   my purchasing user account need create prs for both ,pls also extend   my purchasing user account need create prs for both ,ckitashy dnqojbwi,GRP_29
the o can not generated for ,   dear would you pls help check  o can not generated for this ,gjtyswkb dpvaymxr,GRP_18
itry open excel file with microsoft online but not work,name language browser microsoft internet explorer email  customer number summary itry open excel file with microsoft online but not work,mfrsnagc mhakdfjo,GRP_0
unable login hr tool ,unable login hr tool ,imoelsap gxdwkimv,GRP_0
vip have been unable access pay taxes tab for several days hangs time clock what need do reso,from gstdy tehdy sent thursday october    to vkjdgtxb pkinmjqs   access time dear ,vkjdgtxb pkinmjqs,GRP_0
business client not working,business client not working,jbiuvsfk pkvgyhqx,GRP_0
reporting tool erp hana error,   everytime want set filter reporting tool with data source publish otc billing otc billing i getting below error message  ,lhejbwkc xbmyvnqf,GRP_9
job bwhrattr failed job scheduler      ,  job bwhrattr failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_9
please reset erp and bex password  seem by not synchronized  thanks ,  from  fmzdkyqv dbrslnhe director finance business company  mailto  ,fmzdkyqv dbrslnhe,GRP_0
netweaver funktioniert nicht mehr,   hallo netweaver funktioniert nicht mehr bzw kann ich nicht mehr ffnen  mit freundlichen en  best ,fcyuqvoj ajqeidlm,GRP_0
a ndigung for fgxprnub hlanwgqj   effective   has been approved ,a ndigung for fgxprnub hlanwgqj   effective   has been approved ,ucawbivs ountxzir,GRP_2
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
outlook setting changed ,outlook setting changed ,scjxobhd ldypjkmf,GRP_0
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
